No,시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료,경도,위도,상태
333,동림다목적체육관,이순옥,062-714-2002,광주광역시 북구 북문대로 200 동림다목적체육관 1층(동림동),1명,7124 ㎡,탁구,"지체, 지적/자폐, 뇌병변, 기타",[12월] 장애인탁구교실,13:00 ~ 15:00,"월,수",정은종,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000",126.87096108936,35.1866788275951,정좌표
334,동림다목적체육관,이순옥,062-714-2002,광주광역시 북구 북문대로 200 동림다목적체육관 1층(동림동),1명,7124 ㎡,탁구,"지체, 지적/자폐, 뇌병변, 기타",[12월] 장애인탁구교실,13:00 ~ 15:00,"화,목",정은종,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000",126.87096108936,35.1866788275951,정좌표
335,동산볼링장,이상원,053-256-3030,"대구광역시 중구 달성로 10 (동산동, 동산빌딩) 지하1층",3명,1160 ㎡,볼링,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 장애인볼링,11:00 ~ 17:00,"월,화,수,목,금",이상원,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","80,000",128.582775842617,35.8659413324471,정좌표
336,동아대 태권도,강경태,02-335-9978,부산광역시 북구 학사로17번가길 30 삼일빌등 2층 동아대태권도(화명동),3명,182 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,14:00 ~ 21:30,"월,화,수,목,금",강경태,2020.12.01 ~ 2020.12.10,지원,장애인용 엘리베이터,"130,000",129.008509345219,35.2233440208495,정좌표
337,동아대mba태권도,정민중,051-851-7300,"부산광역시 연제구 연수로 130 상가B동 206,207(연산동, 연산더샵)",2명,153 ㎡,태권도,기타,[12월] 태권도,19:00 ~ 20:00,"월,화,수,목,금",정민중,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",129.084106614441,35.1733875954669,정좌표
338,동아대mba태권도,정민중,051-851-7300,"부산광역시 연제구 연수로 130 상가B동 206,207(연산동, 연산더샵)",2명,153 ㎡,태권도,기타,[12월] 태권도,20:30 ~ 21:30,"월,화,수,목,금,토",정민중,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",129.084106614441,35.1733875954669,정좌표
339,동아대mba태권도,정민중,051-851-7300,"부산광역시 연제구 연수로 130 상가B동 206,207(연산동, 연산더샵)",2명,153 ㎡,태권도,기타,[12월] 태권도,20:30 ~ 21:30,"월,화,수,목,금",정민중,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",129.084106614441,35.1733875954669,정좌표
340,동아대힘찬태권도,박경민,052-233-3388,울산광역시 동구 월봉4길 58 2층(방어동),3명,55 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,02:00 ~ 22:00,"월,화,수,목,금",박경민,2020.12.01 ~ 2020.12.10,지원,,"120,000",129.420038257423,35.4896001344472,정좌표
341,동아스포츠아카데미,황현성,010-3540-4491,부산광역시 북구 금곡대로550번길 30 3층 동아스포츠아카데미(금곡동),1명,330 ㎡,농구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 농구,17:00 ~ 18:00,"월,화,수,목,금,토,일",안홍근,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000",129.013482060987,35.2562941121016,정좌표
342,동아스포츠아카데미,황현성,010-3540-4491,부산광역시 북구 금곡대로550번길 30 3층 동아스포츠아카데미(금곡동),1명,330 ㎡,롤러인라인,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 인라인스케이트,18:00 ~ 19:00,"월,화,수,목,금,토,일",황현성,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000",129.013482060987,35.2562941121016,정좌표
343,동양태권도장,김희근,02-722-2409,제주시 지석10길 13-15 동양태권도장,2명,165 ㎡,태권도,"청각/언어, 지적/자폐, 뇌병변",[12월] 동양태권도 교실,14:00 ~ 21:00,"월,화,수,목,금,토,일",김희근,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.584513531566,33.52010656818,정좌표
344,동천재활체육센터,이정훈,02-949-9114,서울특별시 노원구 노원로18길 41 동천재활체육센터(하계동),10명,9480 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 퍼블릭 1개월 +헬스 PT(4회 20분/회),06:00 ~ 22:30,"월,화,수,목,금",이성모,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000",127.07375362205,37.6441335150962,정좌표
345,동천재활체육센터,이정훈,02-949-9114,서울특별시 노원구 노원로18길 41 동천재활체육센터(하계동),10명,9480 ㎡,빙상,"지체, 청각/언어, 지적/자폐",[12월] 해누리빙상,15:00 ~ 17:45,"월,화,수,목,금",이성모,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000",127.07375362205,37.6441335150962,정좌표
346,동천재활체육센터,이정훈,02-949-9114,서울특별시 노원구 노원로18길 41 동천재활체육센터(하계동),10명,9480 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 해누리헬스,06:00 ~ 22:00,"월,화,수,목,금,토,일",이성모,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000",127.07375362205,37.6441335150962,정좌표
347,두드림스포츠발달센터,이동훈,053-982-0675,대구광역시 동구 동촌로 265-1 3층(방촌동),2명,208 ㎡,기타종목,"지체, 지적/자폐, 기타",[12월] 심리운동,10:00 ~ 19:00,"월,화,목,금","김성운,,전슬기",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음","80,000",128.669044753791,35.8802326224993,정좌표
348,두미르태권도장,정구현,033-252-1357,강원도 춘천시 영서로 2756번길 8-1 1층,2명,126 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐",[12월] 태권도,14:00 ~ 19:00,"월,화,수,목,금",정구현,2020.12.01 ~ 2020.12.10,지원,,"80,000",127.72918060829,37.899086161842,정좌표
349,드림키즈아동발달센터,김화년,041-564-5667,충청남도 천안시 서북구 불당33길 22 불당고은타워 802호 드림키즈아동발달센터(불당동),1명,165 ㎡,농구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 드림키즈 농구교실,14:00 ~ 16:00,"월,토",김화년,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","160,000",127.108122184545,36.8119562426097,정좌표
350,드림키즈아동발달센터,김화년,041-564-5667,충청남도 천안시 서북구 불당33길 22 불당고은타워 802호 드림키즈아동발달센터(불당동),1명,165 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,10:00 ~ 20:00,"월,화,수,목,금",김화년,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","160,000",127.108122184545,36.8119562426097,정좌표
351,라스트짐,변성준,062-351-0517,광주광역시 남구 화정로260번길 34 4층 라스트짐(월산동),2명,264 ㎡,기타종목,"청각/언어, 기타",[12월] 주짓수,19:00 ~ 23:00,"월,화,수,목,금",조효정,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.886963249348,35.1451733106335,정좌표
352,라온치료교육센터,이인희,02-401-8005,경기도 안산시 단원구 원포공원1로 59 A동 310호,1명,314 ㎡,기타종목,지적/자폐,[12월] 뉴스포츠,13:00 ~ 19:00,"월,화,수,목,금",이주영,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.811203237528,37.3024930835787,정좌표
353,라온치료교육센터,이인희,02-401-8005,경기도 안산시 단원구 원포공원1로 59 A동 310호,1명,314 ㎡,기타종목,"지적/자폐, 뇌병변",[12월] 체력운동,10:00 ~ 19:00,"월,화,수,목,금",이주영,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.811203237528,37.3024930835787,정좌표
354,라온치료교육센터,이인희,02-401-8005,경기도 안산시 단원구 원포공원1로 59 A동 310호,1명,314 ㎡,기타종목,"지적/자폐, 뇌병변",[12월] 특수체육,10:00 ~ 19:00,"월,화,수,목,금",이주영,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.811203237528,37.3024930835787,정좌표
355,라온태권도,황미화,051-960-9411,부산광역시 수영구 과정로41번길 65 (망미동),1명,89 ㎡,태권도,"지체, 시각, 청각/언어, 기타","[12월] 태권도, 스트레칭, 체력단련, 면연력증진",06:00 ~ 23:00,"월,화,수,목,금",황미화,2020.12.01 ~ 2020.12.10,지원,,"80,000",129.103813661366,35.1751285876356,정좌표
356,라이온합기도,이홍욱,032-512-0308,인천광역시 부평구 부흥로243번길 10 2층 합기도 체육관(부평동),1명,132 ㎡,합기도,지적/자폐,[12월] 합기도및학교체육,01:00 ~ 10:00,"월,화,수,목,금",이홍욱,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.719087198636,37.4993200422486,정좌표
357,람보헬스,박길선,043-846-2445,충청북도 충주시 천변로 261 4층,1명,389 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 헬스,10:00 ~ 12:00,"월,화,수,목,금",,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",127.936146487581,36.9728442703917,정좌표
358,레전드복싱체육관,김영조,02-2244-0012,서울특별시 동대문구 장한로26길 24 2층(장안동),1명,128 ㎡,복싱,"청각/언어, 지적/자폐",[12월] 복싱기초체력,13:00 ~ 18:00,"월,수,금","정호진,,김영조",2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.072949970389,37.5714812234659,정좌표
359,롯데태권도,김강한,02-535-6333,"대전광역시 서구 신갈마로 46 (내동, 롯데아파트) 롯데아파트상가 306호",2명,100 ㎡,태권도,지적/자폐,[12월] 태권도,14:00 ~ 22:00,"월,화,수,목,금",김강한,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","120,000",127.368186791474,36.3379193430507,정좌표
360,리더스복싱다이어트,강준원,010-4186-3326,대구광역시 달성군 화원읍 성화로4길 11 리더스복싱다이어트,1명,109090909 ㎡,복싱,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 리더스복싱다이어트클럽,11:00 ~ 10:00,"월,화,수,목,금","정준호,,강준원",2020.12.01 ~ 2020.12.10,미지원,,"80,000",128.491069584581,35.80170103486,정좌표
361,리더스클럽 합기도 바른교육관,서승태,02-576-3040,광주광역시 북구 양일로 73 2층201호(양산동),3명,160 ㎡,합기도,"지체, 시각, 청각/언어",[12월] 합기도,15:00 ~ 22:00,"월,화,수,목,금,토",서승태,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.872882101145,35.1979881381324,정좌표
362,리복싱 스포츠센터,김기현,051-724-1279,"부산광역시 기장군 기장읍 차성로 332 (동부리, 애견사랑) 3층",2명,207 ㎡,기타종목,"시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활복싱다이어트,17:00 ~ 17:50,화,류은경,2020.12.01 ~ 2020.12.10,미지원,,"80,000",129.213981558988,35.2470843884573,정좌표
363,리오실내골프연습장,조태진,055-232-6631,경상남도 창원시 마산회원구 내서읍 경남대로 913 리오빌딩6층,1명,74 ㎡,골프,"시각, 청각/언어",[12월] 골프기초레슨,13:00 ~ 20:00,"월,화,수,목,금",조태진,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000",128.504702080734,35.2317033735686,정좌표
364,리틀자이언트,이하림외1,033-746-1105,강원도 원주시 행구로 397-4 가동,5명,990 ㎡,기타종목,"지체, 기타",[12월] 뉴스포츠,16:00 ~ 16:40,목,김성원,2020.12.01 ~ 2020.12.10,미지원,주출입구 단차없음,"70,000",128.000758168923,37.3437784914478,정좌표
365,리틀짐스쿨 태권&댄스,이병준,02-552-5553,경상남도 창원시 진해구 동진로157번길 8 1층,2명,160 ㎡,태권도,"지체, 청각/언어, 기타",[12월] 태권도,14:00 ~ 18:00,"수,금",이병준,2020.12.01 ~ 2020.12.10,지원,,"80,000",128.704050114268,35.1429575234326,정좌표
366,마음가gym합기도,이겸,02-964-0269,대구광역시 동구 안심로22길 14(율하동) 효원빌딩 203호,1명,212 ㎡,합기도,"지체, 청각/언어",[12월] 합기도호신술,13:00 ~ 23:00,"월,화,수,목,금",이겸,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","80,000",128.696123417158,35.8661475600099,정좌표
367,마음뜰 clinic 아동청소년 발달센터,정재훈,031-5183-3883,경기도 화성시 봉담읍 동화길 51 프리미엄 원희캐슬 3층 324호,2명,113 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,10:00 ~ 20:00,"월,화,수,목,금,토,일","최재의,,강학성",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.955490505189,37.2190312551577,정좌표
368,마음뜰clinic 운동발달센터,김상일,070-8833-2963,경기도 수원시 장안구 대평로 128 파크프라자 4층 404호(정자동),2명,135 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","[12월] 특수체육,레포츠활동",11:00 ~ 19:00,"월,화,수,목,금,토",김상일,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.991316677867,37.2989323506411,정좌표
369,마인드언어심리상담센터,조여진,02-469-0610,인천광역시 남동구 백범로 254 3층 마인드언어심리상담센터(간석동),1명,48 ㎡,기타종목,"청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 심리운동,09:10 ~ 19:50,"월,수,목,금",박석원,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스,청각장애인 편의서비스","180,000",126.721305774098,37.4609901772215,정좌표
370,마인드언어심리상담센터,조여진,02-469-0610,인천광역시 남동구 백범로 254 3층 마인드언어심리상담센터(간석동),1명,48 ㎡,축구,"청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 장애인축구,09:10 ~ 19:50,"월,수,목,금",박석원,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스,청각장애인 편의서비스","180,000",126.721305774098,37.4609901772215,정좌표
371,마인드언어심리상담센터,조여진,02-469-0610,인천광역시 남동구 백범로 254 3층 마인드언어심리상담센터(간석동),1명,48 ㎡,기타종목,"청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,09:10 ~ 19:50,"월,수,목,금",박석원,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스,청각장애인 편의서비스","180,000",126.721305774098,37.4609901772215,정좌표
372,마크짐 망원점,이상민,02-332-3630,서울특별시 마포구 월드컵로 155 6층(망원동),6명,450 ㎡,헬스,"지체, 청각/언어",[12월] 1개월 이용권,06:00 ~ 23:30,"월,화,수,목,금,토,일",마크짐,2020.12.01 ~ 2020.12.10,미지원,,"88,000",126.904931460827,37.5613809605763,정좌표
